,nanPerc,nullPerc,mean,stdev,min,25%,50%,75%,95%,97.5%,max
621.0,0.0,65.7,8.5,15.2,0,0,0,12,45,53,77
419.0,0.0,26.5,8.7,9.3,0,0,6,14,27,32,59
248.0,0.0,6.2,8.8,6.5,0,4,8,12,21,25,40
314.0,0.0,8.0,8.8,6.7,0,3,8,13,21,23,38
511.0,0.0,28.1,8.8,10.4,0,0,5,14,27,35,84
460.0,0.0,26.1,9.0,9.0,0,0,7,15,26,30,57
205.0,0.0,3.7,9.1,6.1,0,4,8,13,20,23,36
458.0,0.0,26.7,9.1,10.0,0,0,6,15,29,35,58
461.0,0.0,26.7,9.2,10.0,0,0,6,15,29,35,71
169.0,0.0,4.2,9.2,6.2,0,4,8,14,20,23,38
507.0,0.0,26.5,9.3,10.3,0,0,6,15,30,36,80
259.0,0.0,6.0,9.4,7.5,0,3,8,14,23,27,49
308.0,0.0,8.3,9.4,7.9,0,3,8,14,24,29,57
285.0,0.0,7.0,9.5,7.1,0,4,8,14,23,25,45
160.0,0.0,6.3,9.7,7.5,0,4,8,14,24,27,42
162.0,0.0,7.9,9.7,8.2,0,3,8,15,24,27,69
319.0,0.0,6.2,9.9,7.9,0,3,8,15,24,27,45
14.0,0.0,2.3,9.9,6.2,0,5,9,14,22,24,36
250.0,0.0,4.7,10.2,7.7,0,4,9,15,24,28,43
454.0,0.0,26.9,10.3,12.4,0,0,5,16,36,43,90
627.0,0.0,63.3,10.4,17.7,0,0,0,15,51,60,106
277.0,0.0,6.3,10.4,7.9,0,4,9,16,25,28,58
253.0,0.0,7.5,10.5,8.7,0,4,8,16,26,30,59
290.0,0.0,5.4,10.6,7.3,0,5,10,15,23,27,74
257.0,0.0,6.1,10.7,8.1,0,4,9,16,25,28,62
238.0,0.0,5.6,10.7,7.8,0,4,9,16,25,28,46
376.0,0.0,28.7,10.8,11.4,0,0,7,19,32,36,52
620.0,0.0,43.9,10.9,14.3,0,0,4,18,42,47,75
310.0,0.0,6.8,10.9,8.8,0,3,9,17,27,31,56
309.0,0.0,7.8,11.0,8.6,0,4,9,17,27,30,55
638.0,0.0,70.9,11.2,27.2,0,0,0,5,60,106,181
251.0,0.0,6.8,11.2,10.7,0,3,8,16,32,38,75
15.0,0.0,1.9,11.2,7.2,0,6,10,16,24,27,57
465.0,0.0,31.0,11.3,16.1,0,0,4,16,44,56,116
234.0,0.0,5.2,11.3,8.4,0,5,10,17,27,30,57
137.0,0.0,4.5,11.4,7.1,0,6,11,16,23,26,34
27.0,0.0,5.7,11.4,8.6,0,4,10,18,26,29,52
298.0,0.0,6.9,11.6,9.6,0,4,9,18,30,34,59
383.0,0.0,26.2,11.6,12.1,0,0,8,20,35,40,61
146.0,0.0,4.0,11.6,7.8,0,5,11,17,26,28,42
345.0,0.0,6.9,11.6,8.3,0,5,11,17,27,30,51
119.0,0.0,5.1,11.6,10.0,0,5,10,17,26,29,140
347.0,0.0,6.5,11.7,8.5,0,5,10,18,27,30,48
258.0,0.0,5.9,11.7,8.6,0,5,10,18,27,30,45
166.0,0.0,4.8,11.7,8.8,0,4,10,18,27,31,59
305.0,0.0,4.8,11.8,8.5,0,5,10,18,27,30,55
374.0,0.0,25.1,11.9,10.7,0,0,10,20,31,34,55
244.0,0.0,4.1,12.0,8.7,0,5,11,18,28,30,55
295.0,0.0,5.9,12.0,10.0,0,5,10,17,31,37,69
417.0,0.0,25.9,12.1,12.4,0,0,9,20,34,41,80
243.0,0.0,4.8,12.1,9.2,0,5,10,18,29,33,68
23.0,0.0,2.7,12.1,8.2,0,6,11,18,27,30,48
414.0,0.0,26.4,12.3,12.1,0,0,10,20,35,41,60
426.0,0.0,25.2,12.5,13.3,0,0,10,18,40,49,93
55.0,0.0,4.5,12.5,10.1,0,5,10,18,32,38,66
328.0,0.0,4.4,12.7,9.1,0,5,11,19,29,33,42
120.0,0.0,5.6,12.7,11.4,0,4,10,19,34,41,92
326.0,0.0,6.6,12.8,10.5,0,4,10,19,33,38,76
242.0,0.0,4.3,13.0,8.2,0,6,12,19,28,30,41
214.0,0.0,5.2,13.1,9.5,0,5,11,20,30,33,49
129.0,0.0,2.0,13.2,8.1,0,7,12,19,28,31,47
343.0,0.0,6.8,13.3,9.5,0,5,12,20,30,33,55
213.0,0.0,4.8,13.3,9.6,0,5,12,20,30,33,70
261.0,0.0,6.2,13.3,9.9,0,5,12,21,31,34,47
32.0,0.0,3.5,13.4,10.3,0,6,12,18,34,39,67
420.0,0.0,25.1,13.4,12.7,0,0,11,21,38,44,75
109.0,0.0,5.0,13.5,10.2,0,5,12,20,33,38,62
239.0,0.0,4.1,13.8,9.9,0,6,12,20,32,35,63
30.0,0.0,2.8,13.9,9.1,0,6,13,21,30,33,55
28.0,0.0,2.3,13.9,9.1,0,6,13,21,30,33,57
293.0,0.0,6.1,14.0,11.9,0,5,11,20,38,44,67
317.0,0.0,6.1,14.1,10.7,0,5,12,22,33,36,50
318.0,0.0,4.9,14.2,9.8,0,6,13,21,32,36,58
306.0,0.0,5.3,14.5,10.9,0,6,12,22,34,40,65
148.0,0.0,6.2,14.8,12.8,0,5,11,21,40,48,69
294.0,0.0,6.9,15.0,12.0,0,5,12,23,37,42,75
463.0,0.0,25.8,15.0,14.6,0,0,12,24,42,48,113
154.0,0.0,4.0,15.5,12.3,0,5,13,24,38,44,67
138.0,0.0,2.5,15.6,9.7,0,8,15,23,32,36,69
62.0,0.0,8.2,15.7,18.0,0,3,9,24,47,60,172
282.0,0.0,6.1,15.7,12.1,0,6,13,24,39,43,62
188.0,0.0,3.5,15.9,12.5,0,6,13,24,40,45,70
350.0,0.0,2.5,16.0,11.3,0,7,14,24,37,40,66
88.0,0.0,2.1,16.2,11.4,0,7,14,24,37,42,60
92.0,0.0,3.0,16.4,11.7,0,7,14,24,38,42,76
322.0,0.0,5.2,16.5,12.2,0,6,15,24,39,44,66
86.0,0.0,1.9,16.5,11.7,0,7,15,24,38,43,73
333.0,0.0,6.2,16.7,13.1,0,6,14,26,40,46,75
364.0,0.0,25.1,16.7,14.7,0,0,15,27,44,49,65
245.0,0.0,5.5,16.7,17.0,0,5,11,23,52,64,126
131.0,0.0,5.1,16.8,13.0,0,6,14,26,40,45,74
68.0,0.0,2.8,16.8,12.1,0,7,14,25,39,43,59
40.0,0.0,27.4,17.3,21.6,0,0,12,24,69,85,131
237.0,0.0,6.5,17.4,16.4,0,4,12,26,52,59,80
217.0,0.0,3.9,17.4,12.2,0,8,15,27,40,43,62
186.0,0.0,2.8,17.7,12.3,0,8,16,26,40,44,61
288.0,0.0,5.1,17.8,13.9,0,7,15,27,44,50,98
224.0,0.0,4.0,17.8,14.0,0,6,14,27,44,49,74
307.0,0.0,4.7,17.8,13.2,0,7,15,27,42,47,65
325.0,0.0,4.3,17.9,12.9,0,8,16,26,41,48,105
19.0,0.0,2.2,17.9,13.6,0,7,15,26,44,52,85
180.0,0.0,25.6,17.9,18.7,0,0,12,30,54,63,100
57.0,0.0,1.2,17.9,12.3,0,8,16,27,39,46,67
256.0,0.0,4.4,18.1,14.4,0,7,14,27,46,52,82
623.0,0.0,54.1,18.2,32.1,0,0,0,21,93,112,220
16.0,0.0,2.2,18.3,13.2,0,7,16,27,42,47,77
183.0,0.0,2.0,18.5,12.1,0,8,17,28,40,43,63
190.0,0.0,3.0,18.6,13.1,0,8,17,27,42,47,76
89.0,0.0,27.9,18.7,19.2,0,0,14,31,55,63,94
247.0,0.0,6.7,18.9,20.4,0,4,12,28,60,71,151
116.0,0.0,3.2,19.0,13.2,0,8,17,29,43,46,73
346.0,0.0,5.8,19.4,13.7,0,8,17,30,44,47,68
359.0,0.0,25.3,19.4,17.5,0,0,16,32,51,56,74
312.0,0.0,5.9,19.6,15.5,0,7,16,29,49,56,101
108.0,0.0,2.6,19.6,13.9,0,9,17,28,46,52,86
22.0,0.0,1.9,19.8,14.9,0,8,16,29,49,55,78
17.0,0.0,2.1,20.0,14.8,0,8,17,29,46,53,110
423.0,0.0,24.9,20.1,17.9,0,1,18,32,52,62,94
165.0,0.0,3.3,20.1,18.1,0,6,15,31,56,66,105
29.0,0.0,1.3,20.2,13.1,0,9,19,30,42,46,80
87.0,0.0,1.5,20.3,14.4,0,8,18,30,47,52,74
226.0,0.0,3.8,20.3,16.8,0,6,16,31,52,60,99
223.0,0.0,3.4,20.4,15.1,0,8,17,31,48,52,79
342.0,0.0,5.1,20.7,14.7,0,8,19,32,46,51,68
233.0,0.0,3.2,21.2,14.4,0,9,19,32,48,51,70
46.0,0.0,1.1,21.3,14.7,0,9,19,32,48,53,76
231.0,0.0,3.1,21.5,17.0,0,8,18,32,54,62,113
72.0,0.0,2.0,21.5,14.8,0,10,19,32,49,53,97
96.0,0.0,25.2,21.6,19.4,0,0,19,36,56,62,85
152.0,0.0,2.1,21.6,15.6,0,9,19,32,50,58,104
338.0,0.0,4.2,21.6,18.1,0,7,16,34,56,64,122
158.0,0.0,2.6,21.8,17.1,0,8,17,33,55,61,100
54.0,0.0,1.3,21.9,15.2,0,9,20,32,50,54,76
5.0,0.0,1.6,22.1,16.3,0,9,19,34,52,56,106
230.0,0.0,3.5,22.1,15.0,0,9,20,34,48,52,78
7.0,0.0,24.6,22.3,23.0,0,1,13,39,66,72,108
34.0,0.0,10.5,22.4,27.2,0,2,12,34,80,97,166
219.0,0.0,3.4,22.6,17.8,0,8,18,34,57,65,107
302.0,0.0,5.8,22.6,20.0,0,7,18,34,60,71,162
175.0,0.0,2.3,22.8,13.5,0,12,22,32,46,50,91
260.0,0.0,4.2,23.0,18.2,0,8,19,36,57,67,112
93.0,0.0,1.0,23.1,15.6,0,10,20,35,50,56,81
332.0,0.0,12.1,23.1,19.6,0,7,18,38,59,68,104
125.0,0.0,25.7,23.2,20.9,0,0,22,39,60,68,99
168.0,0.0,3.2,23.5,17.0,0,9,20,36,54,61,104
123.0,0.0,1.5,23.6,15.4,0,11,21,35,50,54,101
39.0,0.0,24.9,23.6,20.1,0,1,24,40,56,60,100
459.0,0.0,30.1,24.1,36.5,0,0,6,36,107,127,232
130.0,0.0,1.7,24.2,17.2,0,11,21,34,56,65,167
107.0,0.0,24.9,24.2,21.5,0,1,21,39,64,72,93
273.0,0.0,3.7,24.2,17.2,0,9,22,38,53,58,88
225.0,0.0,3.4,24.4,20.0,0,9,20,36,62,71,140
320.0,0.0,3.4,24.5,19.6,0,9,20,35,64,71,103
349.0,0.0,2.3,25.2,19.5,0,9,21,38,60,70,129
128.0,0.0,2.2,25.4,16.7,0,12,23,38,54,61,104
172.0,0.0,25.4,25.6,27.0,0,0,16,44,78,89,140
324.0,0.0,7.5,25.7,26.7,0,5,16,39,80,96,172
80.0,0.0,0.7,25.8,15.3,0,14,25,37,53,58,81
20.0,0.0,1.3,25.9,17.8,0,11,23,39,58,65,86
150.0,0.0,15.2,26.0,33.4,0,2,11,40,100,118,219
21.0,0.0,1.0,26.1,16.0,0,14,24,37,55,60,75
73.0,0.0,0.5,26.3,15.5,0,14,25,37,54,59,82
41.0,0.0,24.7,26.5,23.3,0,2,23,44,67,74,118
45.0,0.0,1.6,26.6,22.4,0,9,20,40,69,80,153
161.0,0.0,25.2,27.0,24.9,0,0,22,46,71,78,141
60.0,0.0,0.7,27.0,18.6,0,11,23,41,59,65,126
304.0,0.0,3.8,27.1,21.4,0,11,22,39,68,83,151
111.0,0.0,2.7,27.3,20.1,0,11,24,40,64,73,113
227.0,0.0,3.3,27.5,20.6,0,11,23,41,66,76,118
296.0,0.0,4.1,27.5,23.1,0,9,21,42,71,81,216
337.0,0.0,4.2,27.8,20.1,0,11,24,44,63,69,99
2.0,0.0,34.5,28.0,42.5,0,0,6,44,115,147,290
61.0,0.0,0.7,28.0,19.6,0,12,24,41,63,71,112
327.0,0.0,5.0,28.0,21.9,0,10,23,43,67,76,126
127.0,0.0,5.2,28.1,24.0,0,9,23,42,73,86,153
106.0,0.0,2.6,28.1,18.9,0,12,26,42,61,68,90
153.0,0.0,1.7,28.5,18.4,0,13,26,43,60,65,113
254.0,0.0,3.8,28.7,22.8,0,11,23,43,73,82,138
197.0,0.0,2.6,28.9,19.4,0,13,26,43,62,68,198
241.0,0.0,3.4,28.9,22.6,0,12,25,41,72,87,139
299.0,0.0,4.4,29.3,25.0,0,10,23,43,79,90,149
84.0,0.0,1.1,29.7,21.7,0,12,25,42,72,80,104
182.0,0.0,26.6,29.7,31.3,0,0,23,47,89,116,184
331.0,0.0,4.9,29.8,22.7,0,11,25,44,72,80,112
126.0,0.0,3.6,30.1,30.5,0,6,21,47,85,106,234
18.0,0.0,25.4,30.2,31.1,0,0,19,54,90,98,119
50.0,0.0,1.4,30.2,22.9,0,11,25,48,72,77,111
344.0,0.0,4.9,30.7,20.2,0,14,29,44,68,72,93
145.0,0.0,25.4,30.8,30.6,0,0,20,54,88,97,205
118.0,0.0,2.7,30.9,22.2,0,12,26,47,70,77,117
232.0,0.0,1.0,30.9,27.3,0,11,22,44,83,98,228
329.0,0.0,5.9,31.0,36.2,0,5,15,46,109,128,239
229.0,0.0,2.2,31.2,24.1,0,12,25,47,78,87,142
303.0,0.0,3.9,31.4,26.7,0,11,24,45,86,98,172
143.0,0.0,2.0,32.0,23.6,0,13,27,47,76,88,147
142.0,0.0,25.2,32.1,29.1,0,0,28,54,85,92,119
33.0,0.0,1.0,32.2,20.7,0,16,29,48,69,74,117
156.0,0.0,2.1,32.4,24.6,0,12,27,49,75,86,201
38.0,0.0,24.4,32.4,27.8,0,2,31,55,80,86,115
196.0,0.0,2.7,32.5,21.7,0,14,31,48,70,77,122
113.0,0.0,3.7,32.6,26.4,0,11,26,50,81,93,153
240.0,0.0,2.1,32.6,18.8,0,17,31,48,64,68,90
264.0,0.0,4.1,32.7,22.2,0,14,31,49,72,77,105
115.0,0.0,1.7,32.8,23.1,0,13,28,51,72,82,142
13.0,0.0,0.8,33.1,21.8,0,15,29,48,74,80,112
112.0,0.0,2.0,33.1,24.2,0,13,28,51,77,86,134
321.0,0.0,3.6,33.2,24.3,0,13,29,50,77,86,159
194.0,0.0,3.1,33.3,25.0,0,13,28,51,77,86,188
286.0,0.0,4.7,33.6,25.4,0,11,29,53,80,88,117
98.0,0.0,1.9,34.3,22.4,0,16,32,50,75,81,102
25.0,0.0,1.3,34.5,29.0,0,10,26,53,89,102,190
4.0,0.0,31.3,34.7,51.8,0,0,8,54,144,180,346
114.0,0.0,2.3,35.0,31.6,0,10,24,53,99,114,178
144.0,0.0,2.1,35.3,30.4,0,12,27,51,95,113,221
220.0,0.0,2.4,35.5,28.8,0,11,29,54,92,104,201
157.0,0.0,5.0,36.1,40.0,0,6,22,53,120,140,306
134.0,0.0,1.5,36.1,22.9,0,18,33,54,76,81,100
291.0,0.0,3.6,36.4,29.7,0,12,30,55,91,105,200
71.0,0.0,0.9,36.4,24.3,0,16,33,54,80,88,126
301.0,0.0,3.8,36.7,27.7,0,14,31,57,87,100,167
249.0,0.0,16.2,36.7,51.7,0,2,11,54,153,192,296
173.0,0.0,1.9,37.6,26.5,0,15,33,57,85,93,133
164.0,0.0,1.0,37.7,24.0,0,17,37,56,77,85,118
58.0,0.0,0.8,37.7,25.5,0,16,33,58,83,87,119
198.0,0.0,2.4,38.0,26.2,0,16,34,57,85,92,150
313.0,0.0,3.2,38.0,35.9,0,9,26,59,112,126,203
31.0,0.0,0.7,38.1,23.2,0,19,36,57,78,82,110
6.0,0.0,30.6,38.1,55.0,0,0,10,61,151,191,356
191.0,0.0,3.9,38.2,32.3,0,8,32,65,95,103,128
37.0,0.0,1.5,38.2,27.0,0,17,35,55,88,101,147
340.0,0.0,4.1,38.6,30.2,0,13,32,60,95,106,175
97.0,0.0,4.7,38.8,48.8,0,5,21,54,138,181,374
334.0,0.0,5.1,39.7,43.0,0,7,22,61,131,154,268
67.0,0.0,0.4,39.9,22.9,0,21,38,56,80,86,117
300.0,0.0,2.1,40.0,35.3,0,13,29,59,106,131,248
210.0,0.0,2.2,40.2,28.6,0,17,35,61,93,104,173
51.0,0.0,0.7,40.8,26.8,0,18,38,61,86,94,129
284.0,0.0,4.9,42.4,36.3,0,13,32,68,109,122,320
99.0,0.0,1.0,42.8,39.8,0,11,30,66,124,142,243
212.0,0.0,1.8,43.3,29.4,0,19,39,65,97,104,141
140.0,0.0,1.9,45.1,31.1,0,19,39,70,98,109,146
44.0,0.0,0.3,45.6,27.5,0,23,43,67,92,99,136
341.0,0.0,8.5,45.9,54.5,0,5,23,73,160,192,413
117.0,0.0,2.2,46.5,33.1,0,18,39,72,104,115,175
69.0,0.0,0.4,47.2,32.0,0,20,41,72,102,114,172
75.0,0.0,1.7,48.0,44.2,0,12,33,73,138,159,207
53.0,0.0,0.4,48.1,33.3,0,22,42,67,115,130,167
74.0,0.0,0.3,48.4,29.0,0,25,44,70,100,107,127
48.0,0.0,0.7,49.1,33.0,0,21,45,73,109,117,165
47.0,0.0,0.4,50.0,31.2,0,24,46,74,102,110,152
56.0,0.0,0.4,51.4,30.2,0,27,47,74,103,113,176
181.0,0.0,0.6,51.8,34.9,0,22,47,78,114,124,176
141.0,0.0,2.0,52.2,50.0,0,13,36,79,150,186,298
24.0,0.0,0.6,52.7,36.9,0,21,45,82,116,128,235
211.0,0.0,2.5,52.8,35.1,0,24,48,78,116,127,174
66.0,0.0,0.4,53.5,35.5,0,24,47,80,117,125,156
3.0,0.0,26.9,54.2,70.7,0,0,21,89,198,239,688
59.0,0.0,0.3,54.6,35.3,0,25,48,83,115,126,191
36.0,0.0,0.5,54.6,34.6,0,26,52,82,114,122,153
100.0,0.0,1.6,54.9,48.5,0,19,43,74,163,187,233
49.0,0.0,0.3,55.2,33.3,0,28,53,81,111,121,176
94.0,0.0,0.4,56.0,47.7,0,17,42,86,148,174,266
283.0,0.0,3.8,57.1,47.0,0,16,49,89,145,165,211
289.0,0.0,3.4,57.3,44.7,0,21,44,90,141,157,234
199.0,0.0,2.0,58.1,39.2,0,26,50,87,127,141,263
255.0,0.0,1.0,59.4,50.0,0,19,44,91,153,178,285
110.0,0.0,1.8,60.6,38.7,0,29,54,90,129,138,184
52.0,0.0,0.7,61.3,36.8,0,33,60,90,120,133,213
26.0,0.0,0.3,61.4,48.3,0,22,47,93,152,175,271
176.0,0.0,1.5,63.3,45.5,0,26,53,95,141,166,272
133.0,0.0,24.6,64.7,54.4,0,5,63,106,161,171,197
81.0,0.0,0.4,67.2,58.4,0,25,51,87,202,225,270
287.0,0.0,4.1,70.9,63.2,0,20,52,112,203,221,277
43.0,0.0,0.7,77.6,59.8,0,29,67,109,202,224,329
174.0,0.0,1.6,78.4,65.2,0,20,64,134,195,205,248
195.0,0.0,1.6,81.7,56.6,0,34,73,121,185,199,238
90.0,0.0,0.5,91.8,86.4,0,19,63,148,259,298,471
85.0,0.0,1.1,92.3,100.7,0,14,51,145,298,357,607
268.0,0.0,6.3,95.1,128.0,0,6,33,145,365,471,718
77.0,0.0,0.2,96.0,80.0,0,34,71,137,257,294,447
177.0,0.0,5.8,102.6,127.1,0,8,44,165,382,455,678
192.0,0.0,1.7,106.7,101.2,0,23,74,166,321,356,464
91.0,0.0,1.3,109.9,90.8,0,21,102,186,265,283,329
76.0,0.0,5.0,119.9,136.4,0,11,69,184,404,478,718
35.0,0.0,3.2,182.7,222.1,0,15,85,286,627,781,1292
all,0.0,39.6,13.3,28.9,0,0,2,15,60,84,1292
